car-id,hours
20155922065913-325,58.383
20155922085938-836,38.583
20155922095926-679,0.5
20155922095957-879,2.4
20155923015929-334,0.9
20155923025937-192,0.583
20155923035935-733,2.183
20155923045931-338,1.533
20155923065901-660,8.333
20155923065936-640,3.2
20155923075941-191,34.35
20155923085951-819,1.45
20155923105950-11,0.833
20155923115946-322,106.383
20155924015903-145,0.633
20155924015914-772,26.867
20155924025958-524,190.217
20155924055911-559,71.833
20155924055928-624,4.467
20155924055932-773,0.333
20155924065944-639,0.567
20155924085921-523,0.517
20155925015934-894,1.233
20155925025914-782,0.567
20155925035946-518,0.6
20155925035953-311,140.167
20155925045907-390,0.9
20155925065903-336,0.967
20155925075925-194,0.783
20155925095934-285,27.533
20155925105919-360,7.283
20155925115933-802,56.917
20155926035956-75,2.083
20155926045943-896,119.65
20155926065906-435,61.267
20155926065928-866,0.483
20155926095918-705,36.217
20155926095923-122,0.983
20155926105935-616,0.35
20155926125912-498,24.867
20155926125915-298,98.55
20155926125931-19,29.083
20155926125956-991,237.45
20155927035951-237,0.583
20155927065901-324,76.567
20155927065908-723,0.967
20155927105908-127,130.833
20155928015947-290,44.167
20155928095952-740,0.617
20155928105908-642,1.6
20155929015925-137,0.6
20155929035912-82,0.8
20155929045919-954,283.783
20155929045944-214,93.45
20155929065908-355,34.633
20155929075906-108,1.583
20155929075918-848,0.5
20155929085958-172,36.567
20155930055927-156,51.55
20155930065931-689,0.617
20155930075904-615,24.433
20155930095901-918,123.667
20155930105916-30,0.9
20155930115903-142,54.15
20155930125954-496,1.467
20155931025933-274,46.067
20155931035913-135,0.417
20155931075906-547,1.15
20155931115915-724,2.0
20160003020009-483,53.517
20160003060001-544,0.5
20160003100024-653,0.317
20160004020008-360,1.767
20160004020014-584,7.967
20160005010052-7,0.333
20160006020015-100,0.6
20160006060043-603,6.983
20160006080016-374,2.367
20160006100027-340,0.483
20160007090016-320,0.483
20160009020006-963,4.267
20160009110016-790,0.417
20160010030056-381,1.2
20160010050004-234,6.2
20160010080032-192,0.483
20160010110039-895,0.833
20160011040054-612,115.817
20160012100010-326,1.183
20160013020053-566,0.583
20160013100042-450,1.15
20160014010045-726,0.433
20160014050009-978,0.333
20160014100002-954,0.35
20160015080024-444,0.3
20160016020021-291,0.5
20160016110018-914,0.967
20160017030016-746,117.1
20160018010010-503,2.483
20160018090055-859,1.083
20160018120058-894,0.933
20160019010054-328,0.233
20160020030000-577,45.55
20160020070046-248,0.583
20160021040015-8,0.35
20160022120047-663,0.6
20160023010029-342,0.9
20160023020049-695,0.933
20160024020040-561,0.533
20160025090004-14,0.867
20160027080023-595,1.05
20160027080037-754,1.05
20160027080047-691,0.767
20160027110053-825,0.517
20160028020054-636,0.517
20160028080010-502,0.967
20160028110003-652,0.9
20160029010023-538,0.517
20160029020039-706,0.733
20160029050030-377,1.0
20160102010124-415,73.083
20160102020135-346,1.0
20160102100100-190,0.85
20160103110103-869,0.383
20160103120153-352,0.517
20160104020136-839,0.483
20160105120129-960,0.617
20160107020152-541,1.017
20160107110112-898,0.367
20160108030126-871,0.95
20160109120154-984,151.733
20160110100107-925,0.35
20160111030159-632,0.95
20160113120146-315,0.8
20160114070136-829,0.517
20160115020108-603,0.983
20160115020144-576,0.317
20160115050109-291,2.2
20160116090132-175,0.333
20160117090159-132,0.467
20160118020119-534,2.067
20160120080105-935,0.8
20160121020153-58,0.583
20160121120116-428,0.983
20160122070106-338,0.617
20160122070136-607,0.45
20160124090148-920,86.267
20160124110113-444,0.567
20160124110147-318,0.433
20160126040115-373,0.35
20160126050110-311,3.517
20160126060119-972,0.733
20160126100124-142,1.917
20160129100151-496,1.05
20160201030212-464,0.35
20160203060211-616,0.567
20160205100242-633,0.5
20160206010241-614,0.85
20160206030201-287,3.05
20160206030250-77,0.3
20160206100259-615,0.933
20160207010221-265,0.483
20160209020236-593,0.983
20160209020253-124,0.8
20160210050221-826,0.767
20160210100239-919,0.933
20160210120236-74,1.45
20160212030208-123,1.117
20160212080211-237,0.933
20160212120238-276,1.65
20160213090212-918,2.917
20160214120214-935,0.617
20160215040244-531,0.767
20160215050237-903,0.933
20160215060210-374,0.733
20160216070258-44,0.6
20160216120217-89,0.75
20160217020230-428,0.533
20160217060237-227,1.4
20160218030213-867,3.267
20160218110253-636,0.983
20160219110233-416,32.717
20160219120200-325,0.883
20160220070216-100,0.533
20160220120245-802,1.183
20160221080241-805,3.067
20160221110200-103,0.617
20160221120204-494,0.817
20160222040207-18,1.133
20160222120234-310,1.05
20160223030208-498,0.833
20160223080250-771,1.117
20160224020246-345,2.65
20160224100238-127,0.817
20160224110204-88,0.867
20160225020217-39,0.55
20160225120226-427,0.567
20160226020252-343,0.833
20160226030201-278,4.133
20160226090202-887,0.367
20160226100254-894,0.5
20160226110222-225,4.567
20160227120208-436,0.567
20160228050205-695,4.4
20160228050238-672,0.35
20160228070246-880,0.433
20160228080235-645,1.133
20160229040208-333,0.567
20160230020244-39,3.983
20160231070248-483,2.783
20160301010333-533,34.1
20160301060327-227,2.517
20160301080312-181,1.133
20160302010326-636,0.933
20160303030330-18,0.533
20160303060352-206,0.467
20160303100343-663,0.333
20160303120354-903,0.9
20160305010300-208,0.533
20160306010354-831,93.9
20160306070336-208,0.3
20160308100328-161,0.467
20160308110332-855,0.283
20160309050326-469,1.117
20160309110344-985,0.55
20160310040318-473,0.833
20160310080321-754,0.75
20160311020339-85,0.767
20160311020341-536,0.317
20160311040325-917,2.783
20160311050306-89,70.8
20160311050309-656,14.283
20160311060339-0,0.467
20160311090327-223,2.483
20160311100356-945,2.533
20160312050334-768,0.317
20160312100343-941,0.783
20160313030310-950,0.45
20160313080303-229,0.45
20160314090316-374,0.55
20160315080311-109,0.9
20160315080318-862,0.833
20160315120351-132,0.5
20160316020309-106,2.467
20160316040339-12,0.567
20160317100339-729,25.017
20160318030343-714,0.8
20160320050339-77,0.6
20160321020318-842,0.483
20160321100355-666,0.9
20160321110336-823,0.483
20160322120305-250,1.567
20160323070337-197,0.283
20160324080339-982,0.45
20160325040313-769,0.483
20160325120359-854,1.0
20160326030315-917,41.817
20160327020352-907,0.433
20160327070314-50,0.3
20160328020350-898,0.5
20160330040332-667,0.75
20160331030337-77,0.317
20160331080347-624,1.35
20160331120342-762,2.667
20160401060427-489,1.35
20160401060446-976,0.467
20160402010438-874,72.583
20160402020426-173,0.533
20160402090444-743,0.617
20160402100400-814,0.833
20160403010440-830,2.083
20160403090427-480,1.033
20160404030433-527,0.517
20160404070433-339,1.433
20160405050443-721,1.05
20160405060439-730,4.45
20160406050411-562,0.35
20160406050457-134,0.483
20160407010400-158,0.533
20160407080416-325,0.283
20160408060432-898,0.367
20160408080425-810,1.567
20160408080432-291,1.15
20160409090431-300,0.367
20160410030451-212,0.517
20160410100449-506,0.333
20160411030412-40,386.517
20160411030426-791,0.567
20160411040401-6,0.367
20160412100403-624,176.017
20160413020454-799,2.133
20160414060432-270,40.367
20160414060451-781,2.95
20160416060402-233,0.6
20160418020452-804,0.333
20160418080421-476,119.617
20160418080457-245,146.5
20160418090415-768,2.467
20160419070440-911,0.817
20160419080431-102,105.767
20160419090447-127,0.85
20160419120429-18,0.333
20160420030442-628,0.833
20160420090415-760,1.15
20160420110409-58,2.717
20160422080415-869,5.0
20160423010413-528,0.333
20160424050418-688,0.55
20160424070451-587,110.417
20160425020435-506,0.367
20160425030454-472,0.8
20160425060459-898,0.85
20160425080453-147,1.033
20160427080408-432,0.483
20160428090427-775,2.317
20160431020436-103,0.4
20160501030556-936,0.6
20160503010513-655,0.783
20160505090543-886,1.1
20160506010551-430,0.883
20160506060543-446,0.5
20160506090520-274,29.283
20160506110549-199,2.267
20160507020539-379,0.55
20160508090514-384,2.917
20160508110520-327,0.417
20160508110557-805,0.75
20160508120500-362,80.733
20160509010522-618,0.467
20160510080552-765,0.367
20160512050520-463,0.367
20160512100512-449,0.483
20160513030527-362,0.483
20160513050544-449,0.95
20160514030537-832,0.783
20160514060557-416,0.45
20160515080531-944,5.0
20160517030525-890,3.15
20160517100526-559,0.517
20160518010512-713,0.583
20160519050557-605,0.5
20160519070551-254,1.183
20160519100537-577,1.45
20160520030540-872,0.917
20160520070545-547,7.65
20160521010500-745,0.317
20160521020546-911,0.6
20160521040514-90,53.017
20160521080538-255,1.133
20160521090532-416,0.417
20160522070503-334,3.233
20160522070509-90,7.483
20160523050526-218,0.55
20160526030503-473,0.933
20160526090513-641,0.767
20160527090522-970,0.45
20160528040546-801,0.45
20160528060510-629,0.517
20160529040506-398,0.3
20160529040522-408,29.75
20160529110513-705,0.967
20160530030515-978,0.417
20160530030540-575,0.933
20160530100552-235,1.0
20160601040643-359,0.967
20160601110635-41,0.333
20160602110658-772,0.533
20160603050634-604,4.083
20160603110609-981,1.45
20160604020620-396,151.183
20160605050645-673,1.083
20160607110623-422,0.5
20160607120648-794,0.533
20160608090610-258,0.35
20160609070620-50,0.417
20160610030640-374,0.75
20160610030651-843,1.533
20160611020625-594,0.833
20160611070608-652,0.433
20160613020654-242,0.467
20160613110626-504,3.383
20160614060644-101,2.317
20160614100633-116,1.0
20160615010624-175,0.617
20160615090601-72,27.25
20160618010659-729,142.9
20160618100620-509,0.517
20160620050655-94,2.0
20160621050656-468,1.083
20160623090611-424,11.983
20160624030614-417,0.917
20160624070637-743,25.117
20160624080647-124,0.833
20160624100651-301,0.433
20160625100652-839,0.983
20160626020621-918,0.35
20160626060651-998,0.633
20160626110628-349,0.85
20160628010622-708,0.833
20160628010625-497,0.917
20160628050614-907,1.85
20160628120634-698,0.533
20160629010655-660,0.8
20160629030642-254,0.5
20160631080640-121,0.283
20160631110649-856,0.333
20160702110708-713,0.4
20160704100725-625,0.733
20160705070727-876,0.467
20160705080752-968,7.417
20160706050747-283,3.05
20160707080752-614,0.833
20160707110757-999,1.7
20160708080758-368,0.483
20160708120701-333,0.383
20160708120731-3,0.533
20160709060739-448,51.9
20160709090715-818,0.417
20160709090729-590,8.067
20160710050724-829,0.383
20160710080757-157,1.2
20160710090713-197,0.6
20160711110708-553,142.1
20160712070723-898,0.75
20160712100700-533,0.6
20160713020730-122,0.417
20160713110720-171,0.583
20160713120740-227,0.4
20160714060707-419,0.467
20160714060744-440,3.683
20160715040757-420,49.517
20160716100719-926,0.967
20160717110749-446,1.767
20160720080704-203,4.05
20160721050736-319,0.617
20160721110706-983,0.967
20160722060724-636,0.617
20160723050724-51,242.1
20160724020747-832,0.533
20160724030743-485,0.867
20160724100706-330,1.017
20160725080720-717,0.317
20160726070754-116,0.567
20160726120734-512,0.433
20160727020736-139,1.8
20160728090757-429,32.967
20160729010759-734,0.5
20160729020750-9,0.617
20160730020724-346,1.133
20160730060758-663,0.55
20160730070750-227,0.5
20160730090754-811,0.35
20160730110722-855,0.617
20160731030724-544,1.133
20160801100854-167,0.517
20160801100858-954,7.467
20160801110851-452,0.633
20160801110857-327,0.567
20160802020821-76,0.55
20160804120855-425,0.3
20160805060844-909,0.367
20160806080849-91,1.1
20160807030807-21,0.533
20160807080846-187,8.067
20160809090856-701,75.383
20160810030805-143,0.6
20160810120857-263,2.167
20160811030822-939,1.133
20160812070829-287,1.6
20160812100806-592,3.833
20160813020801-597,31.05
20160815120850-592,0.5
20160816020837-305,1.517
20160816080827-555,1.067
20160818120830-969,0.817
20160819010850-199,0.967
20160819020855-792,1.117
20160820070808-513,0.783
20160820080859-353,0.3
20160820110804-806,0.95
20160821010851-536,0.9
20160821010857-705,0.833
20160821080848-469,0.583
20160821110809-501,1.167
20160821110841-900,0.55
20160822110827-455,0.817
20160823100817-643,0.5
20160824050820-718,0.6
20160824080836-678,0.333
20160825070848-786,0.483
20160825110847-877,2.083
20160825120827-912,0.483
20160827030854-705,1.017
20160827070804-996,4.9
20160828030819-770,0.583
20160829080852-844,0.617
20160830120851-336,0.533
20160831030828-838,1.15
20160831030841-570,0.5
20160901040945-636,0.533
20160901100946-75,1.05
20160902060913-100,0.767
20160902060942-509,171.017
20160902100923-887,0.533
20160902120905-152,0.783
20160903070928-461,0.417
20160903090924-797,1.05
20160904010950-845,0.567
20160905120939-772,0.5
20160906100940-539,0.483
20160907100955-385,0.383
20160908030949-595,0.533
20160909040905-953,20.733
20160909050954-810,2.283
20160909090904-648,0.9
20160909110951-610,0.6
20160910030929-444,0.467
20160910040923-196,0.333
20160910050957-271,2.45
20160911020913-664,0.283
20160912030938-853,0.583
20160912080949-307,3.05
20160913070929-21,0.417
20160914030941-510,0.85
20160916060937-727,0.5
20160917030947-785,0.617
20160918100924-159,0.417
20160919020921-881,0.333
20160919090925-42,0.583
20160919090929-861,1.133
20160919120906-801,2.7
20160920040918-491,0.533
20160920040931-209,1.983
20160920080948-51,0.35
20160920120951-598,69.983
20160921010925-954,0.533
20160921020929-449,0.867
20160921040906-21,0.783
20160922060943-401,0.433
20160922100922-785,0.517
20160922120953-641,0.517
20160923060955-658,1.0
20160924110919-469,0.417
20160925020958-474,0.95
20160925040912-703,0.55
20160926030956-316,0.417
20160926050914-318,0.483
20160926060956-131,0.35
20160927120913-247,1.2
20160928040927-911,0.433
20160928110911-195,0.3
20160929020926-739,1.017
20160929020949-662,0.95
20160929030939-645,0.567
20160929060916-648,4.4
20160929070914-370,1.033
20160929070918-527,1.05
20160929100908-953,0.333
20160930050912-499,1.117
20160931060944-174,0.483
20160931100926-840,0.35
20161001071044-510,36.55
20161003051008-246,0.783
20161003101050-671,0.533
20161005011006-190,1.167
20161005061003-915,2.883
20161005101026-599,1.05
20161005111035-350,0.783
20161006051036-393,95.167
20161008061012-639,13.433
20161009031041-451,0.517
20161009071031-181,0.5
20161009091032-139,0.433
20161009121034-117,3.05
20161010091000-835,71.533
20161010111008-592,0.567
20161011011030-821,0.517
20161012041010-113,0.467
20161012091023-643,0.733
20161013011043-215,0.5
20161013051036-750,0.483
20161013081032-66,1.083
20161013081040-429,5.75
20161013081055-181,0.55
20161014021034-794,0.933
20161014091059-781,0.383
20161014121038-59,0.5
20161014121051-972,0.917
20161016051025-689,0.983
20161016061005-853,3.1
20161017071011-355,0.4
20161017101003-233,2.383
20161018071042-48,0.983
20161018071050-497,0.917
20161018111027-541,0.45
20161019011001-178,2.683
20161019061000-854,0.517
20161020111020-427,0.333
20161020121041-219,1.167
20161021041008-68,0.533
20161021051050-777,0.533
20161021081001-651,0.617
20161021121016-490,0.567
20161023081040-141,0.567
20161024061019-619,0.85
20161024071032-806,0.317
20161025091017-844,1.3
20161026031019-92,0.967
20161026061018-468,6.6
20161026121051-521,0.533
20161027081043-829,0.767
20161028071059-992,0.45
20161029061031-458,0.333
20161030061009-451,0.75
20161031111001-854,0.767
20161101011121-640,0.5
20161101011144-757,0.767
20161101061108-407,0.517
20161101091151-705,1.017
20161101121112-514,0.483
20161102081152-833,0.333
20161103021117-902,0.333
20161103061131-806,149.783
20161104051124-153,3.583
20161104071109-499,0.317
20161106011142-596,167.733
20161106011150-891,0.85
20161109121152-659,0.467
20161110071127-653,0.35
20161111081100-147,0.767
20161112031156-198,79.867
20161112091116-745,0.567
20161114021103-936,0.967
20161114041156-481,0.483
20161114051155-257,0.533
20161114071103-211,2.583
20161115011152-441,1.083
20161115101140-983,3.2
20161116041109-645,4.083
20161116061132-184,3.267
20161116081108-938,0.517
20161116101151-711,0.583
20161119031144-42,0.55
20161119041136-937,0.85
20161120041131-715,0.517
20161120091105-152,0.55
20161120111152-455,1.017
20161121021106-144,74.617
20161121041140-915,0.6
20161121101111-883,0.833
20161121101112-120,0.933
